┌────────┬───────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │      name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
├────────┼───────────┼────────┼────────┼─────────────────┼────────────────────┼───────────────────────┼────────────────────┼──────────────────────┼──────────────┼─────────────────┼────────────────────┼─────────────────┼───────────────────┤
│     94 │  CHACONN2 │      3 │      3 │     first_order │           2.00e+00 │              1.00e-03 │           4.64e-09 │             1.52e-05 │  first_order │        2.00e+00 │           2.00e-03 │        5.73e-06 │          0.00e+00 │
│     95 │   LUKVLI3 │  10000 │      2 │     first_order │           1.16e+01 │              7.10e-01 │           9.57e-05 │             2.80e-04 │  first_order │        1.16e+01 │           5.00e-02 │        9.58e-03 │          0.00e+00 │
│     96 │      TFI2 │      3 │    101 │     first_order │           6.49e-01 │              2.00e-03 │           4.70e-12 │             1.95e-04 │  first_order │        6.76e-01 │           3.00e-03 │        3.26e-04 │          0.00e+00 │
│     97 │  LUKVLI12 │   9997 │   7497 │     first_order │           1.63e-09 │              1.20e+03 │           4.97e-05 │             1.15e-06 │  first_order │        1.94e-02 │           5.24e-01 │        8.36e-04 │          0.00e+00 │
│     98 │      BT10 │      2 │      2 │     first_order │          -1.00e+00 │              1.00e-03 │           2.10e-10 │             1.05e-04 │  first_order │       -1.00e+00 │           3.00e-03 │        2.22e-16 │          5.59e-05 │
│     99 │  HALDMADS │      6 │     42 │     first_order │           1.07e-04 │              5.00e-03 │           7.95e-12 │             2.21e-04 │  first_order │        1.79e+00 │           6.60e-02 │        2.58e-06 │          0.00e+00 │
│    100 │  LUKVLI17 │   9997 │   7497 │        max_time │           3.88e+02 │              1.20e+03 │           2.49e+01 │             1.07e-02 │  first_order │        7.81e+02 │           5.41e-01 │        7.60e-04 │          0.00e+00 │
│    101 │  LUKVLI16 │   9997 │   7497 │     first_order │           1.95e+03 │              2.88e+02 │           9.10e-03 │             7.07e-04 │  first_order │        2.97e+03 │           5.69e-01 │        1.11e-04 │          0.00e+00 │
│    102 │       GPP │   1000 │   1998 │        max_time │           2.26e+05 │              1.20e+03 │           5.60e+03 │             3.04e+00 │  first_order │        2.32e+05 │           2.40e+00 │        2.34e-03 │          0.00e+00 │
│    103 │   LUKVLI9 │  10000 │      6 │     first_order │           9.99e+02 │              2.46e+01 │           3.44e-08 │             5.16e-04 │  first_order │        9.99e+02 │           1.40e-01 │        1.87e-04 │          0.00e+00 │
│    104 │  ROSENMMX │      5 │      4 │     first_order │          -4.40e+01 │              7.00e-03 │           8.27e-04 │             9.36e-05 │  first_order │       -4.40e+01 │           5.00e-03 │        2.77e-04 │          0.00e+00 │
│    105 │      OET4 │      4 │   1002 │     first_order │           4.30e-03 │              9.10e-02 │           2.91e-08 │             7.59e-04 │  first_order │        1.30e+00 │           5.40e-02 │        8.91e-04 │          0.00e+00 │
│    106 │      HS26 │      3 │      1 │     first_order │           3.89e-10 │              1.00e-03 │           7.98e-05 │             4.18e-05 │  first_order │        9.38e-07 │           3.00e-03 │        1.21e-04 │          5.43e-04 │
│    107 │    SPIRAL │      3 │      2 │     first_order │           9.41e-08 │              3.00e-03 │           1.58e-06 │             1.33e-07 │  first_order │        1.81e-04 │           1.20e-02 │        1.93e-05 │          0.00e+00 │
│    108 │       BT7 │      5 │      3 │     first_order │           3.60e+02 │              1.00e-03 │           2.76e-11 │             1.15e-04 │  first_order │        3.06e+02 │           4.00e-03 │        1.62e-02 │          1.32e-05 │
│    109 │    SIPOW3 │      4 │   2000 │     first_order │           5.35e-01 │              1.60e-02 │           8.44e-09 │             1.13e-04 │  first_order │        7.37e-01 │           1.50e-02 │        9.65e-04 │          0.00e+00 │
│    110 │       LCH │   3000 │      1 │     first_order │          -4.34e+00 │              3.96e+00 │           9.07e-05 │             8.49e-04 │  first_order │       -3.75e+00 │           3.90e-02 │        8.84e-01 │          6.13e-04 │
│    111 │   LUKVLE2 │  10000 │   4999 │     first_order │           2.62e+05 │              6.65e+00 │           6.20e-07 │             3.00e-04 │  first_order │        2.62e+05 │           4.76e-01 │        1.78e-02 │          1.26e-05 │
│    112 │       HS9 │      2 │      1 │     first_order │          -5.00e-01 │              0.00e+00 │           5.15e-06 │             3.01e-08 │  first_order │       -5.00e-01 │           1.00e-03 │        8.59e-05 │          0.00e+00 │
│    113 │  HS100LNP │      7 │      2 │     first_order │           6.81e+02 │              1.00e-03 │           1.04e-05 │             3.29e-06 │  first_order │        6.81e+02 │           4.00e-03 │        4.68e-06 │          1.90e-09 │
│    114 │   LISWET4 │   2002 │   2000 │     first_order │           5.00e+00 │              4.41e-01 │           3.14e-08 │             5.29e-04 │  first_order │        7.44e+01 │           3.20e-02 │        1.00e-06 │          0.00e+00 │
│    115 │  LUKVLE16 │   9997 │   7497 │     first_order │           5.33e+03 │              1.20e+00 │           1.24e-04 │             2.78e-04 │   infeasible │        1.50e+04 │           3.22e+00 │        8.70e+01 │          1.48e+00 │
